HoleID,From_m,To_m,Au_ppm,Lithology,QAQC_Flag
KW035,61,62,0.032,Phyllite,OK
KW035,62,63,0.225,Phyllite,OK
KW035,63,64,0.034,Phyllite,OK
KW035,64,65,0.355,Phyllite,OK
KW035,65,66,0.053,Mafic Volcanic,OK
KW035,66,67,0.016,Mafic Volcanic,OK
KW035,67,68,0.177,Mafic Volcanic,OK
KW035,68,69,0.049,Mafic Volcanic,OK
KW035,69,70,0.099,Mafic Volcanic,OK
KW035,70,71,0.329,Mafic Volcanic,OK
KW035,71,72,0.004,Mafic Volcanic,OK
KW035,72,73,0.008,Mafic Volcanic,OK
KW035,73,74,0.102,Mafic Volcanic,OK
KW035,74,75,0.026,Mafic Volcanic,OK
KW035,75,76,0.016,Mafic Volcanic,OK
KW035,76,77,0.003,Mafic Volcanic,OK
KW035,77,78,0.002,Mafic Volcanic,OK
KW035,78,79,0.119,Mafic Volcanic,OK
KW035,79,80,0.012,Mafic Volcanic,OK
KW035,80,81,0.05,Mafic Volcanic,OK
KW035,81,82,0.074,Mafic Volcanic,OK
KW035,82,83,0.045,Mafic Volcanic,OK
KW035,83,84,0.002,Mafic Volcanic,OK
KW035,84,85,0.122,Mafic Volcanic,OK
KW035,85,86,0.001,Mafic Volcanic,OK
KW035,86,87,0.115,Mafic Volcanic,OK
KW035,87,88,0.179,Mafic Volcanic,OK
KW035,88,89,0.045,Mafic Volcanic,OK
KW035,89,90,0.061,Mafic Volcanic,OK
KW035,90,91,0.052,Mafic Volcanic,OK
KW035,91,92,0.039,Mafic Volcanic,OK
KW035,92,93,0.175,Mafic Volcanic,OK
KW035,93,94,0.179,Mafic Volcanic,OK
KW035,94,95,0.033,Mafic Volcanic,OK
KW035,95,96,0.076,Phyllite,OK
KW035,96,97,0.941,Phyllite,OK
KW035,97,98,0.097,Phyllite,OK
KW035,98,99,3.948,Quartz-Carbonate Vein,HIGH_OUTLIER
KW035,99,100,0.949,Phyllite,OK
KW035,100,101,0.373,Phyllite,OK
KW035,101,102,0.401,Phyllite,OK
KW035,102,103,0.406,Phyllite,OK
KW035,103,104,2.731,Quartz-Carbonate Vein,HIGH_OUTLIER
KW035,104,105,0.516,Phyllite,OK
KW035,105,106,1.131,Phyllite,OK
KW035,106,107,0.024,Phyllite,OK
KW035,107,108,0.03,Phyllite,OK
KW035,108,109,0.007,Phyllite,OK
KW035,109,110,0.029,Phyllite,OK
KW035,110,111,0.272,Phyllite,OK
KW035,111,112,0.232,Phyllite,OK
KW035,112,113,0.033,Phyllite,OK
KW035,113,114,0.068,Phyllite,OK
KW035,114,115,0.192,Phyllite,OK
KW035,115,116,0.0,Phyllite,OK
KW035,116,117,0.133,Phyllite,OK
KW035,117,118,0.237,Phyllite,OK
KW035,118,119,0.108,Phyllite,OK
KW035,119,120,0.826,Phyllite,OK
KW035,120,121,3.908,Quartz-Carbonate Vein,HIGH_OUTLIER
KW035,121,122,2.934,Carbonaceous Shale,HIGH_OUTLIER
KW035,122,123,0.571,Carbonaceous Shale,OK
KW035,123,124,0.182,Carbonaceous Shale,OK
KW035,124,125,0.051,Carbonaceous Shale,OK
KW035,125,126,0.036,Carbonaceous Shale,OK
KW035,126,127,0.249,Carbonaceous Shale,OK
KW035,127,128,0.15,Carbonaceous Shale,OK
KW035,128,129,0.304,Carbonaceous Shale,OK
KW035,129,130,0.066,Carbonaceous Shale,OK
KW035,130,131,0.205,Carbonaceous Shale,OK
KW035,131,132,0.46,Carbonaceous Shale,OK
KW035,132,133,0.193,Carbonaceous Shale,OK
KW035,133,134,0.177,Carbonaceous Shale,OK
KW035,134,135,0.151,Carbonaceous Shale,OK
KW035,135,136,0.058,Carbonaceous Shale,OK
KW035,136,137,0.338,Carbonaceous Shale,OK
KW035,137,138,0.104,Carbonaceous Shale,OK
KW035,138,139,1.139,Carbonaceous Shale,OK
KW035,139,140,0.268,Carbonaceous Shale,OK
KW035,140,141,0.973,Quartz-Carbonate Vein,OK
KW035,141,142,2.185,Carbonaceous Shale,HIGH_OUTLIER
KW035,142,143,0.627,Carbonaceous Shale,OK
KW035,143,144,0.359,Carbonaceous Shale,OK
KW035,144,145,0.143,Carbonaceous Shale,OK
KW035,145,146,0.22,Carbonaceous Shale,OK
KW035,146,147,1.494,Graphitic Phyllite,OK
KW035,147,148,1.56,Quartz-Carbonate Vein,OK
KW035,148,149,4.372,Quartz-Carbonate Vein,HIGH_OUTLIER
KW035,149,150,0.814,Graphitic Phyllite,OK
KW035,150,151,0.272,Graphitic Phyllite,OK
KW035,151,152,0.166,Graphitic Phyllite,OK
KW035,152,153,0.047,Phyllite,OK
KW035,153,154,0.273,Phyllite,OK
KW035,154,155,0.068,Phyllite,OK
KW035,155,156,0.159,Phyllite,OK
KW035,156,157,0.012,Phyllite,OK
KW035,157,158,0.067,Phyllite,OK
KW035,158,159,0.162,Phyllite,OK
KW035,159,160,0.07,Phyllite,OK
KW035,160,161,0.101,Phyllite,OK
KW035,161,162,0.037,Phyllite,OK
KW035,162,163,0.008,Phyllite,OK
KW035,163,164,0.049,Phyllite,OK
KW035,164,165,0.56,Graphitic Phyllite,OK
KW035,165,166,0.273,Graphitic Phyllite,OK
KW035,166,167,0.126,Graphitic Phyllite,OK
KW035,167,168,0.237,Graphitic Phyllite,OK
KW035,168,169,0.126,Graphitic Phyllite,OK
KW035,169,170,0.145,Graphitic Phyllite,OK
KW035,170,171,1.13,Graphitic Phyllite,OK
KW035,171,172,0.981,Graphitic Phyllite,OK
KW035,172,173,0.507,Quartz-Carbonate Vein,OK
KW035,173,174,0.365,Graphitic Phyllite,OK
KW035,174,175,1.533,Graphitic Phyllite,OK
KW035,175,176,0.139,Graphitic Phyllite,OK
KW035,176,177,0.11,Graphitic Phyllite,OK
KW035,177,178,0.066,Graphitic Phyllite,OK
KW035,178,179,0.078,Graphitic Phyllite,OK
KW035,179,180,0.045,Graphitic Phyllite,OK
KW035,180,181,0.141,Graphitic Phyllite,OK
KW035,181,182,0.105,Graphitic Phyllite,OK
KW035,182,183,0.084,Graphitic Phyllite,OK
KW035,183,184,0.144,Graphitic Phyllite,OK
KW035,184,185,0.187,Graphitic Phyllite,OK
KW035,185,186,0.527,Graphitic Phyllite,OK
KW035,186,187,0.061,Graphitic Phyllite,OK
KW035,187,188,0.301,Graphitic Phyllite,OK
KW035,188,189,0.269,Graphitic Phyllite,OK
KW035,189,190,0.094,Graphitic Phyllite,OK
KW035,190,191,0.169,Graphitic Phyllite,OK
KW036,0,1,0.09,Saprolite,OK
KW036,1,2,0.005,Saprolite,OK
KW036,2,3,0.073,Saprolite,OK
KW036,3,4,0.108,Saprolite,OK
KW036,4,5,0.019,Saprolite,OK
KW036,5,6,0.147,Saprolite,OK
KW036,6,7,0.002,Saprolite,OK
KW036,7,8,0.149,Saprolite,OK
KW036,8,9,0.049,Saprolite,OK
KW036,9,10,0.02,Saprolite,OK
KW036,10,11,0.011,Saprolite,OK
KW036,11,12,0.245,Saprolite,OK
KW036,12,13,0.006,Saprolite,OK
KW036,13,14,0.018,Saprolite,OK
KW036,14,15,0.034,Saprolite,OK
KW036,15,16,0.077,Saprolite,OK
KW036,16,17,0.063,Saprolite,OK
KW036,17,18,0.011,Saprolite,OK
KW036,18,19,0.027,Saprolite,OK
KW036,19,20,0.022,Saprolite,OK
KW036,20,21,0.019,Saprolite,OK
KW036,21,22,0.042,Saprolite,OK
KW036,22,23,0.097,Saprolite,OK
KW036,23,24,0.02,Saprolite,OK
KW036,24,25,0.068,Graphitic Phyllite,OK
KW036,25,26,0.058,Graphitic Phyllite,OK
KW036,26,27,0.103,Graphitic Phyllite,OK
KW036,27,28,0.233,Graphitic Phyllite,OK
KW036,28,29,0.133,Graphitic Phyllite,OK
KW036,29,30,0.114,Graphitic Phyllite,OK
KW036,30,31,0.154,Graphitic Phyllite,OK
KW036,31,32,0.053,Graphitic Phyllite,OK
KW036,32,33,0.202,Graphitic Phyllite,OK
KW036,33,34,0.189,Graphitic Phyllite,OK
KW036,34,35,0.117,Graphitic Phyllite,OK
KW036,35,36,0.274,Graphitic Phyllite,OK
KW036,36,37,0.076,Graphitic Phyllite,OK
KW036,37,38,0.295,Graphitic Phyllite,OK
KW036,38,39,0.165,Graphitic Phyllite,OK
KW036,39,40,0.123,Graphitic Phyllite,OK
KW036,40,41,0.001,Phyllite,OK
KW036,41,42,0.042,Phyllite,OK
KW036,42,43,0.032,Phyllite,OK
KW036,43,44,1.665,Phyllite,OK
KW036,44,45,1.362,Phyllite,OK
KW036,45,46,5.291,Quartz-Carbonate Vein,HIGH_OUTLIER
KW036,46,47,0.53,Phyllite,OK
KW036,47,48,0.577,Phyllite,OK
KW036,48,49,0.104,Phyllite,OK
KW036,49,50,0.094,Phyllite,OK
KW036,50,51,0.35,Phyllite,OK
KW036,51,52,0.02,Phyllite,OK
KW036,52,53,0.087,Phyllite,OK
KW036,53,54,0.075,Phyllite,OK
KW036,54,55,0.197,Phyllite,OK
KW036,55,56,0.014,Phyllite,OK
KW036,56,57,0.111,Phyllite,OK
KW036,57,58,0.067,Phyllite,OK
KW036,58,59,0.026,Phyllite,OK
KW036,59,60,0.051,Phyllite,OK
KW036,60,61,0.051,Graphitic Phyllite,OK
KW036,61,62,0.251,Graphitic Phyllite,OK
KW036,62,63,0.051,Graphitic Phyllite,OK
KW036,63,64,0.166,Graphitic Phyllite,OK
KW036,64,65,0.266,Graphitic Phyllite,OK
KW036,65,66,0.182,Graphitic Phyllite,OK
KW036,66,67,0.589,Graphitic Phyllite,OK
KW036,67,68,0.046,Graphitic Phyllite,OK
KW036,68,69,0.143,Graphitic Phyllite,OK
KW036,69,70,0.152,Graphitic Phyllite,OK
KW036,70,71,0.067,Graphitic Phyllite,OK
KW036,71,72,0.075,Graphitic Phyllite,OK
KW036,72,73,0.443,Graphitic Phyllite,OK
KW036,73,74,0.371,Graphitic Phyllite,OK
KW036,74,75,2.293,Quartz-Carbonate Vein,HIGH_OUTLIER
KW036,75,76,0.525,Graphitic Phyllite,OK
KW036,76,77,0.999,Graphitic Phyllite,OK
KW036,77,78,0.221,Graphitic Phyllite,OK
KW036,78,79,0.213,Graphitic Phyllite,OK
KW036,79,80,0.6,Graphitic Phyllite,OK
KW036,80,81,0.976,Graphitic Phyllite,OK
KW036,81,82,5.722,Quartz-Carbonate Vein,HIGH_OUTLIER
KW036,82,83,1.093,Graphitic Phyllite,OK
KW036,83,84,2.939,Graphitic Phyllite,HIGH_OUTLIER
KW036,84,85,0.27,Graphitic Phyllite,OK
KW036,85,86,0.421,Graphitic Phyllite,OK
KW036,86,87,0.034,Graphitic Phyllite,OK
KW036,87,88,0.159,Graphitic Phyllite,OK
KW036,88,89,0.124,Graphitic Phyllite,OK
KW036,89,90,0.139,Graphitic Phyllite,OK
KW036,90,91,0.093,Graphitic Phyllite,OK
KW036,91,92,0.19,Graphitic Phyllite,OK
KW036,92,93,0.051,Graphitic Phyllite,OK
KW036,93,94,0.191,Graphitic Phyllite,OK
KW036,94,95,0.094,Graphitic Phyllite,OK
KW036,95,96,0.111,Graphitic Phyllite,OK
KW036,96,97,0.195,Graphitic Phyllite,OK
KW036,97,98,0.157,Graphitic Phyllite,OK
KW036,98,99,0.05,Felsic Volcanic,OK
KW036,99,100,0.009,Felsic Volcanic,OK
KW036,100,101,0.084,Felsic Volcanic,OK
KW036,101,102,0.162,Felsic Volcanic,OK
KW036,102,103,0.141,Felsic Volcanic,OK
KW036,103,104,0.079,Felsic Volcanic,OK
KW036,104,105,0.006,Felsic Volcanic,OK
KW036,105,106,0.01,Felsic Volcanic,OK
KW036,106,107,0.004,Felsic Volcanic,OK
KW036,107,108,0.024,Felsic Volcanic,OK
KW036,108,109,0.012,Felsic Volcanic,OK
KW036,109,110,0.024,Felsic Volcanic,OK
KW036,110,111,0.039,Felsic Volcanic,OK
KW036,111,112,0.229,Felsic Volcanic,OK
KW036,112,113,0.075,Felsic Volcanic,OK
KW036,113,114,0.144,Felsic Volcanic,OK
KW036,114,115,0.099,Felsic Volcanic,OK
KW036,115,116,0.01,Felsic Volcanic,OK
KW036,116,117,0.107,Felsic Volcanic,OK
KW036,117,118,0.026,Felsic Volcanic,OK
KW036,118,119,0.082,Felsic Volcanic,OK
KW036,119,120,0.033,Felsic Volcanic,OK
KW036,120,121,0.485,Felsic Volcanic,OK
KW036,121,122,0.024,Felsic Volcanic,OK
KW036,122,123,0.026,Felsic Volcanic,OK
KW036,123,124,0.214,Felsic Volcanic,OK
KW036,124,125,0.002,Mafic Volcanic,OK
KW036,125,126,0.095,Mafic Volcanic,OK
KW036,126,127,0.103,Mafic Volcanic,OK
KW036,127,128,0.145,Mafic Volcanic,OK
KW036,128,129,0.293,Mafic Volcanic,OK
KW036,129,130,0.297,Mafic Volcanic,OK
KW036,130,131,0.005,Mafic Volcanic,OK
KW036,131,132,0.138,Mafic Volcanic,OK
KW036,132,133,0.083,Mafic Volcanic,OK
KW036,133,134,0.083,Mafic Volcanic,OK
KW036,134,135,0.011,Mafic Volcanic,OK
KW036,135,136,0.084,Mafic Volcanic,OK
KW036,136,137,0.324,Mafic Volcanic,OK
KW036,137,138,0.194,Mafic Volcanic,OK
KW036,138,139,0.046,Greywacke,OK
KW036,139,140,0.003,Greywacke,OK
KW036,140,141,0.036,Greywacke,OK
KW036,141,142,0.14,Greywacke,OK
KW036,142,143,0.097,Greywacke,OK
KW036,143,144,0.049,Greywacke,OK
KW036,144,145,0.005,Greywacke,OK
KW036,145,146,0.045,Greywacke,OK
KW036,146,147,0.051,Greywacke,OK
KW036,147,148,0.211,Greywacke,OK
KW036,148,149,1.673,Greywacke,OK
KW036,149,150,0.302,Greywacke,OK
KW036,150,151,5.749,Quartz-Carbonate Vein,HIGH_OUTLIER
KW036,151,152,0.474,Greywacke,OK
KW036,152,153,0.825,Felsic Volcanic,OK
KW036,153,154,0.288,Felsic Volcanic,OK
KW036,154,155,0.036,Felsic Volcanic,OK
KW036,155,156,0.052,Felsic Volcanic,OK
KW036,156,157,0.035,Felsic Volcanic,OK
KW036,157,158,0.092,Felsic Volcanic,OK
KW036,158,159,0.087,Felsic Volcanic,OK
KW036,159,160,0.101,Felsic Volcanic,OK
KW036,160,161,0.025,Felsic Volcanic,OK
KW036,161,162,0.03,Felsic Volcanic,OK
KW036,162,163,0.011,Felsic Volcanic,OK
KW036,163,164,0.085,Felsic Volcanic,OK
KW036,164,165,0.003,Felsic Volcanic,OK
KW036,165,166,0.073,Felsic Volcanic,OK
KW036,166,167,0.163,Felsic Volcanic,OK
KW036,167,168,0.177,Felsic Volcanic,OK
KW036,168,169,0.048,Felsic Volcanic,OK
KW037,0,1,0.049,Saprolite,OK
KW037,1,2,0.006,Saprolite,OK
KW037,2,3,0.089,Saprolite,OK
KW037,3,4,0.138,Saprolite,OK
KW037,4,5,0.022,Saprolite,OK
KW037,5,6,0.044,Saprolite,OK
KW037,6,7,0.146,Saprolite,OK
KW037,7,8,0.168,Saprolite,OK
KW037,8,9,0.022,Saprolite,OK
KW037,9,10,0.064,Saprolite,OK
KW037,10,11,0.017,Saprolite,OK
KW037,11,12,0.009,Phyllite,OK
KW037,12,13,0.194,Phyllite,OK
KW037,13,14,0.137,Phyllite,OK
KW037,14,15,0.114,Phyllite,OK
KW037,15,16,0.206,Phyllite,OK
KW037,16,17,0.469,Phyllite,OK
KW037,17,18,1.238,Quartz-Carbonate Vein,OK
KW037,18,19,0.858,Phyllite,OK
KW037,19,20,1.12,Phyllite,OK
KW037,20,21,0.017,Phyllite,OK
KW037,21,22,0.017,Phyllite,OK
KW037,22,23,0.016,Phyllite,OK
KW037,23,24,0.005,Phyllite,OK
KW037,24,25,0.071,Phyllite,OK
KW037,25,26,0.147,Phyllite,OK
KW037,26,27,0.001,Phyllite,OK
KW037,27,28,0.004,Phyllite,OK
KW037,28,29,0.068,Phyllite,OK
KW037,29,30,0.137,Phyllite,OK
KW037,30,31,0.032,Phyllite,OK
KW037,31,32,0.368,Graphitic Phyllite,OK
KW037,32,33,0.289,Graphitic Phyllite,OK
KW037,33,34,0.054,Graphitic Phyllite,OK
KW037,34,35,0.235,Graphitic Phyllite,OK
KW037,35,36,0.347,Graphitic Phyllite,OK
KW037,36,37,0.382,Graphitic Phyllite,OK
KW037,37,38,0.205,Graphitic Phyllite,OK
KW037,38,39,0.08,Graphitic Phyllite,OK
KW037,39,40,0.219,Graphitic Phyllite,OK
KW037,40,41,0.089,Carbonaceous Shale,OK
KW037,41,42,0.122,Carbonaceous Shale,OK
KW037,42,43,0.189,Carbonaceous Shale,OK
KW037,43,44,0.093,Carbonaceous Shale,OK
KW037,44,45,0.075,Carbonaceous Shale,OK
KW037,45,46,0.198,Carbonaceous Shale,OK
KW037,46,47,0.46,Carbonaceous Shale,OK
KW037,47,48,0.316,Carbonaceous Shale,OK
KW037,48,49,0.229,Carbonaceous Shale,OK
KW037,49,50,0.27,Carbonaceous Shale,OK
KW037,50,51,0.22,Carbonaceous Shale,OK
KW037,51,52,0.196,Carbonaceous Shale,OK
KW037,52,53,0.257,Carbonaceous Shale,OK
KW037,53,54,0.066,Carbonaceous Shale,OK
KW037,54,55,0.169,Carbonaceous Shale,OK
KW037,55,56,0.143,Carbonaceous Shale,OK
KW037,56,57,0.157,Carbonaceous Shale,OK
KW037,57,58,0.114,Carbonaceous Shale,OK
KW037,58,59,0.205,Carbonaceous Shale,OK
KW037,59,60,0.092,Carbonaceous Shale,OK
KW037,60,61,0.109,Carbonaceous Shale,OK
KW037,61,62,0.506,Carbonaceous Shale,OK
KW037,62,63,1.465,Carbonaceous Shale,OK
KW037,63,64,2.477,Quartz-Carbonate Vein,HIGH_OUTLIER
KW037,64,65,0.579,Graphitic Phyllite,OK
KW037,65,66,1.854,Quartz-Carbonate Vein,OK
KW037,66,67,0.802,Graphitic Phyllite,OK
KW037,67,68,2.49,Graphitic Phyllite,HIGH_OUTLIER
KW037,68,69,0.071,Graphitic Phyllite,OK
KW037,69,70,0.225,Graphitic Phyllite,OK
KW037,70,71,0.199,Graphitic Phyllite,OK
KW037,71,72,0.088,Graphitic Phyllite,OK
KW037,72,73,0.362,Graphitic Phyllite,OK
KW037,73,74,0.207,Graphitic Phyllite,OK
KW037,74,75,0.111,Graphitic Phyllite,OK
KW037,75,76,0.049,Graphitic Phyllite,OK
KW037,76,77,0.172,Graphitic Phyllite,OK
KW037,77,78,0.146,Graphitic Phyllite,OK
KW037,78,79,0.389,Graphitic Phyllite,OK
KW037,79,80,0.385,Graphitic Phyllite,OK
KW037,80,81,5.008,Quartz-Carbonate Vein,HIGH_OUTLIER
KW037,81,82,0.203,Graphitic Phyllite,OK
KW037,82,83,0.997,Graphitic Phyllite,OK
KW037,83,84,0.134,Graphitic Phyllite,OK
KW037,84,85,0.202,Graphitic Phyllite,OK
KW037,85,86,0.651,Graphitic Phyllite,OK
KW037,86,87,0.982,Graphitic Phyllite,OK
KW037,87,88,1.38,Quartz-Carbonate Vein,OK
KW037,88,89,0.773,Graphitic Phyllite,OK
KW037,89,90,1.127,Graphitic Phyllite,OK
KW037,90,91,0.164,Graphitic Phyllite,OK
KW037,91,92,0.188,Graphitic Phyllite,OK
KW037,92,93,0.086,Graphitic Phyllite,OK
KW037,93,94,0.105,Graphitic Phyllite,OK
KW037,94,95,0.106,Graphitic Phyllite,OK
KW037,95,96,0.127,Graphitic Phyllite,OK
KW037,96,97,0.339,Graphitic Phyllite,OK
KW037,97,98,0.012,Mafic Volcanic,OK
KW037,98,99,0.011,Mafic Volcanic,OK
KW037,99,100,0.082,Mafic Volcanic,OK
KW037,100,101,0.018,Mafic Volcanic,OK
KW037,101,102,0.008,Mafic Volcanic,OK
KW037,102,103,0.015,Mafic Volcanic,OK
KW037,103,104,0.206,Phyllite,OK
KW037,104,105,0.138,Phyllite,OK
KW037,105,106,0.035,Phyllite,OK
KW037,106,107,0.085,Phyllite,OK
KW037,107,108,0.062,Phyllite,OK
KW037,108,109,0.09,Phyllite,OK
KW037,109,110,0.092,Phyllite,OK
KW037,110,111,0.079,Phyllite,OK
KW037,111,112,0.121,Graphitic Phyllite,OK
KW037,112,113,0.269,Graphitic Phyllite,OK
KW037,113,114,0.14,Graphitic Phyllite,OK
KW037,114,115,0.311,Graphitic Phyllite,OK
KW037,115,116,0.175,Graphitic Phyllite,OK
KW037,116,117,0.289,Graphitic Phyllite,OK
KW037,117,118,0.308,Graphitic Phyllite,OK
KW037,118,119,0.078,Graphitic Phyllite,OK
KW037,119,120,0.242,Graphitic Phyllite,OK
KW037,120,121,0.134,Graphitic Phyllite,OK
KW037,121,122,0.163,Graphitic Phyllite,OK
KW037,122,123,0.162,Graphitic Phyllite,OK
KW037,123,124,0.158,Graphitic Phyllite,OK
KW037,124,125,0.374,Graphitic Phyllite,OK
KW037,125,126,0.066,Graphitic Phyllite,OK
KW037,126,127,0.053,Graphitic Phyllite,OK
KW037,127,128,0.047,Graphitic Phyllite,OK
KW037,128,129,0.285,Graphitic Phyllite,OK
KW037,129,130,0.094,Graphitic Phyllite,OK
KW037,130,131,0.162,Graphitic Phyllite,OK
KW037,131,132,0.14,Graphitic Phyllite,OK
KW037,132,133,0.088,Graphitic Phyllite,OK
KW037,133,134,0.25,Graphitic Phyllite,OK
KW037,134,135,0.139,Graphitic Phyllite,OK
KW037,135,136,0.13,Graphitic Phyllite,OK
KW037,136,137,0.195,Felsic Volcanic,OK
KW037,137,138,0.08,Felsic Volcanic,OK
KW037,138,139,0.102,Felsic Volcanic,OK
KW037,139,140,0.024,Felsic Volcanic,OK
KW037,140,141,0.102,Felsic Volcanic,OK
KW037,141,142,0.002,Felsic Volcanic,OK
KW037,142,143,0.038,Felsic Volcanic,OK
KW037,143,144,0.079,Felsic Volcanic,OK
KW037,144,145,0.013,Felsic Volcanic,OK
KW037,145,146,0.139,Felsic Volcanic,OK
KW037,146,147,0.021,Felsic Volcanic,OK
KW037,147,148,0.085,Felsic Volcanic,OK
KW037,148,149,0.042,Felsic Volcanic,OK
KW037,149,150,0.073,Felsic Volcanic,OK
KW037,150,151,0.009,Felsic Volcanic,OK
KW037,151,152,0.001,Felsic Volcanic,OK
KW037,152,153,0.192,Felsic Volcanic,OK
KW037,153,154,0.025,Felsic Volcanic,OK
KW037,154,155,0.137,Felsic Volcanic,OK
KW037,155,156,0.587,Felsic Volcanic,OK
KW037,156,157,0.019,Felsic Volcanic,OK
KW037,157,158,0.025,Felsic Volcanic,OK
KW037,158,159,0.087,Felsic Volcanic,OK
KW037,159,160,0.269,Felsic Volcanic,OK
KW037,160,161,0.198,Felsic Volcanic,OK
KW037,161,162,0.056,Felsic Volcanic,OK
KW037,162,163,0.127,Felsic Volcanic,OK
KW037,163,164,0.012,Felsic Volcanic,OK
KW037,164,165,0.303,Felsic Volcanic,OK
KW037,165,166,0.267,Felsic Volcanic,OK
KW037,166,167,0.014,Felsic Volcanic,OK
KW038,0,1,0.028,Saprolite,OK
KW038,1,2,0.008,Saprolite,OK
KW038,2,3,0.025,Saprolite,OK
KW038,3,4,0.135,Saprolite,OK
KW038,4,5,0.038,Saprolite,OK
KW038,5,6,0.007,Saprolite,OK
KW038,6,7,0.034,Saprolite,OK
KW038,7,8,0.319,Saprolite,OK
KW038,8,9,0.079,Saprolite,OK
KW038,9,10,0.043,Saprolite,OK
KW038,10,11,0.015,Saprolite,OK
KW038,11,12,0.631,Graphitic Phyllite,OK
KW038,12,13,0.709,Graphitic Phyllite,OK
KW038,13,14,4.467,Quartz-Carbonate Vein,HIGH_OUTLIER
KW038,14,15,0.88,Graphitic Phyllite,OK
KW038,15,16,1.89,Graphitic Phyllite,OK
KW038,16,17,0.149,Graphitic Phyllite,OK
KW038,17,18,0.435,Graphitic Phyllite,OK
KW038,18,19,0.114,Graphitic Phyllite,OK
KW038,19,20,0.095,Graphitic Phyllite,OK
KW038,20,21,0.208,Graphitic Phyllite,OK
KW038,21,22,0.34,Graphitic Phyllite,OK
KW038,22,23,0.066,Graphitic Phyllite,OK
KW038,23,24,0.133,Graphitic Phyllite,OK
KW038,24,25,0.522,Graphitic Phyllite,OK
KW038,25,26,0.884,Graphitic Phyllite,OK
KW038,26,27,2.52,Quartz-Carbonate Vein,HIGH_OUTLIER
KW038,27,28,2.052,Graphitic Phyllite,HIGH_OUTLIER
KW038,28,29,0.742,Graphitic Phyllite,OK
KW038,29,30,0.342,Graphitic Phyllite,OK
KW038,30,31,0.124,Graphitic Phyllite,OK
KW038,31,32,0.262,Graphitic Phyllite,OK
KW038,32,33,0.172,Graphitic Phyllite,OK
KW038,33,34,0.424,Graphitic Phyllite,OK
KW038,34,35,0.062,Graphitic Phyllite,OK
KW038,35,36,0.075,Graphitic Phyllite,OK
KW038,36,37,0.45,Graphitic Phyllite,OK
KW038,37,38,0.097,Graphitic Phyllite,OK
KW038,38,39,0.1,Graphitic Phyllite,OK
KW038,39,40,0.089,Graphitic Phyllite,OK
KW038,40,41,0.299,Graphitic Phyllite,OK
KW038,41,42,0.071,Graphitic Phyllite,OK
KW038,42,43,0.152,Graphitic Phyllite,OK
KW038,43,44,0.128,Graphitic Phyllite,OK
KW038,44,45,0.279,Graphitic Phyllite,OK
KW038,45,46,0.107,Graphitic Phyllite,OK
KW038,46,47,0.192,Graphitic Phyllite,OK
KW038,47,48,0.074,Graphitic Phyllite,OK
KW038,48,49,0.587,Graphitic Phyllite,OK
KW038,49,50,0.13,Graphitic Phyllite,OK
KW038,50,51,0.151,Graphitic Phyllite,OK
KW038,51,52,0.405,Graphitic Phyllite,OK
KW038,52,53,0.105,Graphitic Phyllite,OK
KW038,53,54,0.408,Graphitic Phyllite,OK
KW038,54,55,0.117,Graphitic Phyllite,OK
KW038,55,56,0.224,Graphitic Phyllite,OK
KW038,56,57,0.106,Graphitic Phyllite,OK
KW038,57,58,0.066,Graphitic Phyllite,OK
KW038,58,59,0.192,Graphitic Phyllite,OK
KW038,59,60,0.22,Graphitic Phyllite,OK
KW038,60,61,0.068,Graphitic Phyllite,OK
KW038,61,62,0.125,Graphitic Phyllite,OK
KW038,62,63,0.308,Graphitic Phyllite,OK
KW038,63,64,0.215,Graphitic Phyllite,OK
KW038,64,65,0.118,Graphitic Phyllite,OK
KW038,65,66,0.105,Graphitic Phyllite,OK
KW038,66,67,0.483,Graphitic Phyllite,OK
KW038,67,68,0.063,Graphitic Phyllite,OK
KW038,68,69,0.145,Graphitic Phyllite,OK
KW038,69,70,0.062,Graphitic Phyllite,OK
KW038,70,71,0.33,Graphitic Phyllite,OK
KW038,71,72,0.149,Graphitic Phyllite,OK
KW038,72,73,0.053,Phyllite,OK
KW038,73,74,0.067,Phyllite,OK
KW038,74,75,0.199,Phyllite,OK
KW038,75,76,0.129,Phyllite,OK
KW038,76,77,0.048,Phyllite,OK
KW038,77,78,0.101,Greywacke,OK
KW038,78,79,0.071,Greywacke,OK
KW038,79,80,0.054,Greywacke,OK
KW038,80,81,0.017,Greywacke,OK
KW038,81,82,0.05,Greywacke,OK
KW038,82,83,0.023,Greywacke,OK
KW038,83,84,0.197,Greywacke,OK
KW038,84,85,0.033,Greywacke,OK
KW038,85,86,0.243,Greywacke,OK
KW038,86,87,0.061,Greywacke,OK
KW038,87,88,0.08,Greywacke,OK
KW038,88,89,0.063,Greywacke,OK
KW038,89,90,0.011,Greywacke,OK
KW038,90,91,0.038,Greywacke,OK
KW038,91,92,0.008,Greywacke,OK
KW038,92,93,0.078,Greywacke,OK
KW038,93,94,0.047,Greywacke,OK
KW038,94,95,0.12,Greywacke,OK
KW038,95,96,0.02,Greywacke,OK
KW038,96,97,0.014,Greywacke,OK
KW038,97,98,0.042,Greywacke,OK
KW038,98,99,0.209,Greywacke,OK
KW038,99,100,0.099,Greywacke,OK
KW038,100,101,0.043,Greywacke,OK
